district_nr,district_name,parent_district_nr,registered_voters_1,registered_voters_2,registered_voters_3,registered_voters_4,votes_1,votes_2,votes_3,votes_4,votes_unvalid_1,votes_unvalid_2,votes_unvalid_3,votes_unvalid_4,votes_valid_1,votes_valid_2,votes_valid_3,votes_valid_4,CDU_1,CDU_2,CDU_3,CDU_4,SPD_1,SPD_2,SPD_3,SPD_4,Linke_1,Linke_2,Linke_3,Linke_4,Gruene_1,Gruene_2,Gruene_3,Gruene_4,CSU_1,CSU_2,CSU_3,CSU_4,FDP_1,FDP_2,FDP_3,FDP_4,AfD_1,AfD_2,AfD_3,AfD_4,Piraten_1,Piraten_2,Piraten_3,Piraten_4,NPD_1,NPD_2,NPD_3,NPD_4,FW_1,FW_2,FW_3,FW_4,Mensch_1,Mensch_2,Mensch_3,Mensch_4,ÖDP_1,ÖDP_2,ÖDP_3,ÖDP_4,Arbeit_1,Arbeit_2,Arbeit_3,Arbeit_4,Bayern_1,Bayern_2,Bayern_3,Bayern_4,Volk_1,Volk_2,Volk_3,Volk_4,Vernunft_1,Vernunft_2,Vernunft_3,Vernunft_4,MLPD_1,MLPD_2,MLPD_3,MLPD_4,Soli_1,Soli_2,Soli_3,Soli_4,Sozialist_1,Sozialist_2,Sozialist_3,Sozialist_4,Rechte_1,Rechte_2,Rechte_3,Rechte_4,ADD_1,ADD_2,ADD_3,ADD_4,Alli_1,Alli_2,Alli_3,Alli_4,berg_1,berg_2,berg_3,berg_4,Grueink_1,Grueink_2,Grueink_3,Grueink_4,Demo_1,Demo_2,Demo_3,Demo_4,DKP_1,DKP_2,DKP_3,DKP_4,Mitte_1,Mitte_2,Mitte_3,Mitte_4,Graue_1,Graue_2,Graue_3,Graue_4,Urbane_1,Urbane_2,Urbane_3,Urbane_4,Garten_1,Garten_2,Garten_3,Garten_4,Welt_1,Welt_2,Welt_3,Welt_4,Huma_1,Huma_2,Huma_3,Huma_4,Gesund_1,Gesund_2,Gesund_3,Gesund_4,V-Partei_1,V-Partei_2,V-Partei_3,V-Partei_4,Bund_C_1,Bund_C_2,Bund_C_3,Bund_C_4,Einheit_1,Einheit_2,Einheit_3,Einheit_4,Violetten_1,Violetten_2,Violetten_3,Violetten_4,Familien_1,Familien_2,Familien_3,Familien_4,Frauen_1,Frauen_2,Frauen_3,Frauen_4,Mieter_1,Mieter_2,Mieter_3,Mieter_4,Neue_Lib_1,Neue_Lib_2,Neue_Lib_3,Neue_Lib_4,Unabh_1,Unabh_2,Unabh_3,Unabh_4,sonstige_1,sonstige_2,sonstige_3,sonstige_4
170,Schwalm-Eder,6,188074,191354,188074,191354,145743,141665,145743,141665,2655,4836,2689,4684,143088,136829,143054,136981,43516,54162,41796,48747,53891,57944,44845,50052,7855,6890,9270,7442,8001,7884,9437,10498,NA,NA,NA,NA,9298,3005,13118,6362,17197,NA,18504,7394,NA,2771,521,2306,NA,2019,654,1532,3330,2154,1969,1592,NA,NA,1283,NA,NA,NA,132,NA,NA,NA,933,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,32,NA,NA,20,46,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391
171,Marburg,6,183296,184686,183296,184686,142371,130945,142371,130945,1804,2943,1587,3036,140567,128002,140784,127909,46927,50683,42377,46993,50214,55982,37200,42749,11521,6746,14420,8720,8989,7595,13088,13443,NA,NA,NA,NA,6044,2229,12190,5111,14376,NA,16127,5858,NA,2581,532,2206,NA,1459,361,1034,2005,NA,940,593,NA,NA,1148,NA,NA,NA,312,NA,NA,727,1296,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,26,NA,NA,33,47,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,NA,422
172,Lahn-Dill,6,208740,210867,208740,210867,155058,146943,155058,146943,2515,4108,2263,3840,152543,142835,152795,143103,58418,68666,51125,59760,45371,49213,37791,43406,7116,6603,10210,7433,8909,8647,10768,10600,NA,NA,NA,NA,9590,3033,14818,6323,17872,NA,20930,8315,NA,3265,534,2533,773,2867,897,2253,1789,NA,1564,1250,NA,NA,1437,NA,NA,NA,361,NA,2024,NA,1429,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,37,NA,NA,31,63,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,541,NA,501
173,Gießen,6,217806,215246,217806,215246,166633,156652,166633,156652,2479,4350,2322,3929,164154,152302,164311,152723,57610,67587,49518,59062,46215,54028,39251,45299,10346,7802,13798,9928,13618,11186,15897,14759,NA,NA,NA,NA,12641,4543,16926,7553,18918,NA,20357,7444,NA,3949,657,3268,603,2483,752,1977,3190,NA,2169,1982,NA,NA,1564,NA,NA,NA,388,NA,NA,NA,1964,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,NA,110,59,NA,NA,44,93,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,239,NA,120,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,724,NA,456
174,Fulda,6,209966,209960,209966,209960,161937,154025,161937,154025,2684,4429,3311,3795,159253,149596,158626,150230,71927,87263,61790,76778,32141,37352,28734,33218,7668,6869,9265,6900,8869,8125,10589,10058,NA,NA,NA,NA,8435,3605,17118,7313,27979,NA,25134,8711,NA,3390,430,2715,583,2992,659,2190,1651,NA,1176,1033,NA,NA,1316,NA,NA,NA,345,NA,NA,NA,1190,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,25,NA,NA,25,64,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576
175,Main-Kinzig – Wetterau II – Schotten,6,179307,180491,179307,180491,138191,131010,138191,131010,2329,4237,2169,3996,135862,126773,136022,127014,49475,61911,43147,52305,38461,41061,32068,35313,8007,6739,8938,6934,7346,6815,9614,9720,NA,NA,NA,NA,8326,2963,14148,6516,20171,NA,20921,8098,NA,3746,549,2666,1212,3538,1248,2662,2864,NA,1591,1325,NA,NA,1671,NA,NA,NA,248,NA,NA,NA,1140,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,25,NA,NA,40,72,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674
176,Hochtaunus,6,181516,182026,181516,182026,146314,139886,146314,139886,2055,2911,1705,3003,144259,136975,144609,136883,57579,66785,48436,58822,33201,38435,28947,33846,8556,5482,9562,6358,12884,10064,14074,12690,NA,NA,NA,NA,14953,4866,21713,10334,15075,7748,16132,9447,NA,2194,476,2266,NA,934,388,1024,2011,NA,1090,876,NA,NA,1751,NA,NA,NA,218,NA,NA,NA,1079,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,18,NA,NA,26,51,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,NA,603
177,Wetterau I,6,176435,175085,176435,175085,138853,131480,138853,131480,1932,3710,1633,3331,136921,127770,137220,128149,49891,60118,43951,52419,39773,40805,31152,34937,6719,6174,9249,6615,11368,9497,13002,11991,NA,NA,NA,NA,11047,3527,17462,7586,14987,NA,15895,7608,NA,2863,544,2535,719,2364,811,1860,2417,2422,1299,1440,NA,NA,1632,NA,NA,NA,229,NA,NA,NA,1199,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,23,NA,NA,27,110,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364
178,Rheingau-Taunus – Limburg,6,220341,220668,220341,220668,173638,165788,173638,165788,2300,3756,2017,3864,171338,162032,171621,161924,71558,84489,59347,73599,43435,47152,35534,40718,9394,6300,11141,7290,12009,9119,15273,13955,NA,NA,NA,NA,13053,3726,22681,10139,17439,6913,20364,9469,NA,2869,556,2884,NA,1464,442,1476,4450,NA,1793,1126,NA,NA,1827,NA,NA,NA,238,NA,NA,NA,1447,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,42,NA,NA,29,57,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491
179,Wiesbaden,6,189372,189698,189372,189698,139772,132335,139772,132335,1808,2705,1546,2652,137964,129630,138226,129683,47309,56466,40020,50187,39393,45311,29250,36041,10557,6097,13160,7668,12323,9784,16286,15133,NA,NA,NA,NA,9693,3296,18396,8801,14418,5176,15496,6550,841,2224,577,2531,NA,941,222,865,1467,NA,943,665,NA,NA,1194,NA,NA,NA,300,NA,1963,NA,1361,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,52,NA,335,54,151,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476
180,Hanau,6,177469,177413,177469,177413,134207,128280,134207,128280,2148,4179,1887,3786,132059,124101,132320,124494,46656,54920,39125,48828,40185,45184,31150,35650,7716,7069,10007,7630,8054,7217,11344,11183,NA,NA,NA,NA,8417,3053,15185,6611,16909,NA,18625,7356,NA,2985,568,2549,539,2625,636,1899,1678,NA,1024,847,NA,NA,2007,NA,NA,NA,239,NA,1905,1048,1237,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,28,NA,NA,32,73,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899
181,Main-Taunus,6,197291,196605,197291,196605,160646,155145,160646,155145,2120,4078,1786,3226,158526,151067,158860,151919,66490,79353,54905,66598,34529,40927,28789,34156,7886,6355,9503,6406,14458,12453,16752,15057,NA,NA,NA,NA,17224,6472,26570,13100,15319,NA,16395,10470,NA,3729,561,2773,NA,1778,337,1003,2620,NA,1292,1212,NA,NA,1499,NA,NA,NA,340,NA,NA,NA,1168,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,35,NA,NA,31,53,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444
182,Frankfurt am Main I,6,199775,195615,199775,195615,144659,133575,144659,133575,1787,3056,1610,2687,142872,130519,143049,130888,43681,52427,37235,43883,38636,43124,29686,35106,13858,10280,17115,11684,15596,12875,19423,17398,NA,NA,NA,NA,13161,4125,20003,9209,12879,NA,13329,6983,967,3066,694,3117,NA,1148,314,949,1309,1586,725,904,NA,NA,1386,NA,NA,NA,262,NA,2479,939,1752,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,137,56,NA,177,30,85,96,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,NA,583
183,Frankfurt am Main II,6,223942,219357,223942,219357,172391,159914,172391,159914,1824,2937,1616,2901,170567,156977,170775,157013,55223,57004,45741,53198,44240,47854,33520,41360,15523,9547,20054,12778,23021,21184,26401,24165,NA,NA,NA,NA,13877,5434,24336,10979,13032,5155,13737,7669,1228,2858,765,3426,NA,1015,265,930,1026,988,736,932,NA,NA,1577,NA,NA,NA,295,NA,3221,1155,2065,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,113,54,NA,101,30,87,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4682,NA,360
184,Groß-Gerau,6,174727,174002,174727,174002,133312,127383,133312,127383,2455,4079,2132,3694,130857,123304,131180,123689,45963,52087,39950,45389,42342,46942,33319,37781,8729,7645,10755,7693,8877,9502,11862,13129,NA,NA,NA,NA,7358,2489,12645,5762,14805,NA,15943,6939,NA,4639,962,2989,NA,NA,402,1430,2507,NA,1387,1036,NA,NA,1463,NA,NA,NA,201,NA,NA,NA,1192,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,124,76,NA,NA,42,52,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709
185,Offenbach,6,220194,221650,220194,221650,163610,158240,163610,158240,2624,4637,2317,3990,160986,153603,161293,154250,58566,69930,49303,59905,40107,47984,34519,40203,12435,9479,14261,10205,14246,12548,16423,16503,NA,NA,NA,NA,12420,4376,20372,9836,18048,NA,19051,8994,1586,3780,944,3627,NA,2538,436,1663,3056,2968,1353,1461,NA,NA,1645,NA,NA,NA,284,NA,NA,NA,1564,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,40,NA,NA,38,49,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850
186,Darmstadt,6,242622,240017,242622,240017,192674,180790,192674,180790,2740,4193,2142,4090,189934,176597,190532,176700,58276,63397,52278,61677,56483,65820,42675,50416,16149,9111,19540,11866,26949,20704,27312,25149,NA,NA,NA,NA,11750,4306,20901,8945,17264,6789,18685,9169,NA,5033,1350,5508,NA,1437,465,1354,2571,NA,1184,933,NA,NA,1819,NA,NA,NA,537,NA,NA,NA,2270,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,NA,184,96,NA,NA,39,62,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457
187,Odenwald,6,234421,234360,234421,234360,184979,177273,184979,177273,3142,6023,2745,5441,181837,171250,182234,171832,65653,80323,59634,70211,52764,57586,42521,48252,11138,8621,13434,9459,14183,11854,16085,15560,NA,NA,NA,NA,13139,4581,19949,8964,21348,NA,22259,9864,NA,5279,832,4034,NA,3006,624,2035,2651,NA,1512,1307,NA,NA,2091,NA,NA,NA,379,NA,NA,NA,1586,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,76,NA,NA,31,101,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,NA,NA,1053
188,Bergstraße,6,198679,199685,198679,199685,156079,148381,156079,148381,2343,3252,1999,3822,153736,145129,154080,144559,59779,70131,51088,61337,41408,46099,34433,39838,8512,5730,10186,7025,11747,8222,13587,12520,NA,NA,NA,NA,11712,2795,18195,7975,19152,6129,19931,8134,NA,2779,685,2951,NA,1635,549,1589,NA,1609,1217,1602,NA,NA,1793,NA,NA,NA,254,NA,NA,NA,1251,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,32,NA,NA,67,67,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,NA,NA,799
6,Hessen,99,4409241,4413271,4409241,4413271,3395511,3230483,3395511,3230483,51055,89214,46732,82392,3344456,3141269,3348779,3148091,1185486,1399206,1033259,1232994,974912,1080828,788327,906906,220038,167135,271182,188654,270215,236653,323657,313135,NA,NA,NA,NA,238424,81708,386786,175144,375534,37910,398684,176319,5844,74084,14478,64655,4429,38635,11921,34115,48190,11727,28473,24929,NA,NA,34041,NA,NA,NA,6053,NA,13772,3869,30446,15033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,325,1631,1071,NA,613,746,1536,96,NA,NA,1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6310,NA,NA,NA,NA,NA,239,NA,1144,NA,NA,NA,6393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5248,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4885,8576,NA,12156
189,Eichsfeld – Nordhausen – Kyffhäuserkreis,16,216673,225206,216673,225206,158339,152177,158339,152177,2264,2422,2410,2257,156075,149755,155929,149920,59318,71768,52667,65251,22320,24486,21652,22951,23848,33407,22613,32463,3992,4512,4778,5571,NA,NA,NA,NA,7633,2066,11981,4068,33402,NA,32854,7562,NA,3540,514,2898,NA,5542,2466,4769,2869,2158,2159,2435,NA,NA,NA,NA,1929,2276,1164,1578,NA,NA,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,NA,NA,246
190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,16,222558,231502,222558,231502,163181,155409,163181,155409,2343,2729,2301,2376,160838,152680,160880,153033,55379,66311,48344,61390,24474,28484,23204,26096,24900,35851,25171,34454,5065,4892,5593,6214,NA,NA,NA,NA,8078,2445,11545,3843,34051,NA,35821,7824,NA,3983,682,3109,3191,6758,3020,5805,5004,3561,3181,2915,NA,NA,NA,NA,NA,395,565,864,NA,NA,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,NA,371,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296
